product_link,title,brand,price,discount,avg_rating,total_ratings
https://www.flipkart.com/bruton-lite-sports-shoes-running-men/p/itmf4ffe65f7bebc?pid=SHOGZYEAWUGC8HJ5&lid=LSTSHOGZYEAWUGC8HJ55XOAGY&marketplace=FLIPKART&q=sports+shoes+for+men&store=osp%2Fcil%2F1cu&srno=s_1_15&otracker=search&otracker1=search&fm=Search&iid=1d0e572b-19e3-45ce-87a2-f0adea1da9a1.SHOGZYEAWUGC8HJ5.SEARCH&ppt=sp&ppn=sp&ssid=qegqyx5c4w0000001755851412114&qH=f972ce6c5fecb395,Lite Sports Shoes Running Shoes For Men,BRUTON ,500,0.79,3.9,47169
